operator_code,n_satellites,mean_altitude_km,mean_collision_prob,total_tax_usd_year,state,tax_per_satellite_usd_year,expected_losses_usd_year,state_short,state_name
XZKJ,1,530.0,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
YUXING/ZHEJ,1,529.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
WASEDA,1,538.5,6.247032192152613e-05,3621.7162047233946,J,3621.7162047233946,98.8152182574509,Japan,"Japan (Nippon), State of"
ADSTI,2,624.0,0.0001345767425035005,3537.3778285509916,F,1768.6889142754958,425.7455307998931,France,French Republic
RMAF,2,638.0,0.0001345767425035005,3537.3778285509916,MA,1768.6889142754958,425.7455307998931,Morocco,"Morocco (al Maghrib), Kingdom of"
CONAE,2,622.0,0.0001345767425035005,3537.3778285509916,AR,1768.6889142754958,425.7455307998931,Argentina,Argentine Republic
ROSK,3,470.8333333333333,5.546757100645857e-05,3426.3610363542844,RU,1142.1203454514282,263.2149138961869,Russia,Russian Federation
COPERN/ESA,10,886.0,0.000246576516494923,3395.0341545497668,I-EU,339.5034154549767,3900.334037851635,EU,European Union
SBSZ,1,253.0,2.3151865500281588e-06,3327.6224878752514,CN,3327.6224878752514,3.662149596973909,China,"China, People's Republic of"
GUOX,1,240.5,2.3151865500281588e-06,3327.6224878752514,CN,3327.6224878752514,3.662149596973909,China,"China, People's Republic of"
OMNISP,2,621.75,0.00012502447471146594,3146.791813301873,US,1573.3959066509365,395.5260794607682,USA,United States of America
ARRAY,2,443.0,2.5994076121471643e-05,3085.3973736299336,US,1542.6986868149668,82.23457879953448,USA,United States of America
NLR/NDRE,2,443.0,2.5994076121471643e-05,3085.3973736299336,NL,1542.6986868149668,82.23457879953448,Netherlands,"Netherlands, Kingdom of"
GAUSS,2,521.5,7.073314152045151e-05,2920.8015858413437,I,1460.4007929206718,223.7706034605889,Italy,Italian Republic
NCU,2,594.25,0.00011547220691943139,2756.205798052754,TW,1378.102899026377,365.3066281216433,Taiwan,"China, Republic of (Taiwan)"
SONYC,2,590.25,0.00011547220691943139,2756.205798052754,US,1378.102899026377,365.3066281216433,USA,United States of America
NUSP,2,589.0,0.00011547220691943139,2756.205798052754,SG,1378.102899026377,365.3066281216433,Singapore,"Singapore, Republic of"
TYSK,2,612.5,0.00011547220691943139,2756.205798052754,CN,1378.102899026377,365.3066281216433,China,"China, People's Republic of"
HUBN/ENDUR,2,586.0,0.00011547220691943139,2756.205798052754,US,1378.102899026377,365.3066281216433,USA,United States of America
FOXC/NCU,2,594.5,0.00011547220691943139,2756.205798052754,TW,1378.102899026377,365.3066281216433,Taiwan,"China, Republic of (Taiwan)"
NASA/UIA,2,586.25,0.00011547220691943139,2756.205798052754,US,1378.102899026377,365.3066281216433,USA,United States of America
ONERA,2,594.0,0.00011547220691943139,2756.205798052754,F,1378.102899026377,365.3066281216433,France,French Republic
GLOBL,26,1419.3846153846155,7.007416196912304e-05,2737.1981888816204,US,105.27685341852386,2881.916217192116,USA,United States of America
INTA,3,407.0,1.5912985257937606e-05,2486.508183118183,E,828.8360610393943,75.5132227443605,Spain,Spain (Kingdom of)
CAMSAT,2,975.75,0.00014463515026963414,2473.5148473041118,CN,1236.7574236520559,457.5662011009516,China,"China, People's Republic of"
ZZWYZ/INPE,2,698.5,0.00023512780137674438,2390.4118964438885,CN,1195.2059482219443,743.8477759286679,China,"China, People's Republic of"
GONETS,15,1493.9666666666667,8.67871115148855e-05,2319.4112412590594,RU,154.62741608393728,2059.190773112227,Russia,Russian Federation
IRSA,4,657.375,0.0001856779210044346,2299.428912861704,IR,574.857228215426,1174.8173356744373,Iran,"Iran, Islamic Republic of"
WUHAN,2,507.25,6.56925960886845e-05,2206.9389600657714,CN,1103.4694800328857,207.82438830894182,China,"China, People's Republic of"
ASU,2,504.25,6.56925960886845e-05,2206.9389600657714,US,1103.4694800328857,207.82438830894182,USA,United States of America
NINGX/CASC,10,874.9,0.00026468226155601515,2125.533016142298,CN,212.5533016142298,4186.729736624094,China,"China, People's Republic of"
NROC/SPXS,2,309.5,9.049659332127646e-06,2110.966941321832,US,1055.483470660916,28.629404637392483,USA,United States of America
TOK,2,732.0,0.00022758325168859006,2107.2271873611753,J,1053.6135936805877,719.9799199241589,Japan,"Japan (Nippon), State of"
GISTDA,2,724.25,0.00022758325168859006,2107.2271873611753,T,1053.6135936805877,719.9799199241589,Thailand,Thai Kingdom
ZLZB,2,1153.5,3.628277282441417e-05,2097.832001942163,CN,1048.9160009710815,114.78378869677535,China,"China, People's Republic of"
MSBTR,2,663.5,0.00014873249856445225,2030.3744803690229,TR,1015.1872401845114,470.5285279651496,Turkey,"Turkey, Republic of"
ZHIXJ,1,301.5,2.666377116544716e-06,1944.054081187764,CN,1944.054081187764,4.217660940806658,China,"China, People's Republic of"
DFHZ,1,271.5,2.666377116544716e-06,1944.054081187764,CN,1944.054081187764,4.217660940806658,China,"China, People's Republic of"
WEINA/STIL?,1,303.5,2.666377116544716e-06,1944.054081187764,CN,1944.054081187764,4.217660940806658,China,"China, People's Republic of"
GOS,1,279.5,2.666377116544716e-06,1944.054081187764,D,1944.054081187764,4.217660940806658,Germany,"Germany, Federal Republic of"
INSPM,1,277.0,2.666377116544716e-06,1944.054081187764,UK,1944.054081187764,4.217660940806658,UK,United Kingdom of Great Britain and Northern Ireland
ASES,1,652.5,0.0001345767425035005,1768.6889142754958,CN,1768.6889142754958,212.87276539994656,China,"China, People's Republic of"
RESH/MAIO,1,646.0,0.0001345767425035005,1768.6889142754958,RU,1768.6889142754958,212.87276539994656,Russia,Russian Federation
HANWHA,1,626.5,0.0001345767425035005,1768.6889142754958,KR,1768.6889142754958,212.87276539994656,South Korea,Great Han People's Nation
CSA/UTIAS,1,652.0,0.0001345767425035005,1768.6889142754958,CA,1768.6889142754958,212.87276539994656,Canada,Canada
MOZHA,1,649.5,0.0001345767425035005,1768.6889142754958,RU,1768.6889142754958,212.87276539994656,Russia,Russian Federation
K2SP,1,640.0,0.0001345767425035005,1768.6889142754958,US,1768.6889142754958,212.87276539994656,USA,United States of America
FACH,1,621.0,0.0001345767425035005,1768.6889142754958,CL,1768.6889142754958,212.87276539994656,Chile,"Chile, Republic of"
TECN,2,699.75,0.0002180309838965555,1716.6411721120564,IL,858.3205860560282,689.760468585034,Israel,"Israel, State of"
RGMS/VNIIEMI,5,814.4,0.00032058976087367963,1692.6913654283976,RU,338.5382730856795,2535.535772621062,Russia,Russian Federation
SDA/DARPA2,2,389.0,1.5912985257937606e-05,1657.6721220787886,US,828.8360610393943,50.342148496240334,USA,United States of America
KLEO/YUANX,4,980.875,0.00011630288987285464,1656.8195299475592,D,414.2048824868898,735.8691355037378,Germany,"Germany, Federal Republic of"
KAZK,2,681.25,0.00018247038728963494,1634.5842815177352,KZ,817.2921407588676,577.2613487792439,Kazakhstan,"Kazakhstan, Republic of"
ALMAG/XDLINX,1,432.5,2.5994076121471643e-05,1542.6986868149668,UK,1542.6986868149668,41.11728939976724,UK,United Kingdom of Great Britain and Northern Ireland
SPCOIN,1,442.5,2.5994076121471643e-05,1542.6986868149668,US,1542.6986868149668,41.11728939976724,USA,United States of America
SEN,1,441.0,2.5994076121471643e-05,1542.6986868149668,UK,1542.6986868149668,41.11728939976724,UK,United Kingdom of Great Britain and Northern Ireland
SCANW,1,434.5,2.5994076121471643e-05,1542.6986868149668,PL,1542.6986868149668,41.11728939976724,Poland,"Poland, Republic of"
STARV/HENAN,1,438.0,2.5994076121471643e-05,1542.6986868149668,CN,1542.6986868149668,41.11728939976724,China,"China, People's Republic of"
SPSI,1,429.0,2.5994076121471643e-05,1542.6986868149668,SI,1542.6986868149668,41.11728939976724,Slovenia,"Slovenia, Republic of"
NEU,1,412.0,2.5994076121471643e-05,1542.6986868149668,US,1542.6986868149668,41.11728939976724,USA,United States of America
PSAS,1,425.5,2.5994076121471643e-05,1542.6986868149668,US,1542.6986868149668,41.11728939976724,USA,United States of America
LASAR,1,418.5,2.5994076121471643e-05,1542.6986868149668,CZ,1542.6986868149668,41.11728939976724,Czech Republic,Czech Republic
TLCJ/ZZQY,1,411.5,2.5994076121471643e-05,1542.6986868149668,CN,1542.6986868149668,41.11728939976724,China,"China, People's Republic of"
HANGSH,1,430.5,2.5994076121471643e-05,1542.6986868149668,CN,1542.6986868149668,41.11728939976724,China,"China, People's Republic of"
TOHO,1,411.0,2.5994076121471643e-05,1542.6986868149668,J,1542.6986868149668,41.11728939976724,Japan,"Japan (Nippon), State of"
HONGQ,1,412.5,2.5994076121471643e-05,1542.6986868149668,CN,1542.6986868149668,41.11728939976724,China,"China, People's Republic of"
HARV,1,410.5,2.5994076121471643e-05,1542.6986868149668,US,1542.6986868149668,41.11728939976724,USA,United States of America
UCSC,1,410.5,2.5994076121471643e-05,1542.6986868149668,US,1542.6986868149668,41.11728939976724,USA,United States of America
BHSJ,1,443.5,2.5994076121471643e-05,1542.6986868149668,CN,1542.6986868149668,41.11728939976724,China,"China, People's Republic of"
CRO,1,411.5,2.5994076121471643e-05,1542.6986868149668,HR,1542.6986868149668,41.11728939976724,Croatia,Republic of Croatia
CIN,1,413.0,2.5994076121471643e-05,1542.6986868149668,US,1542.6986868149668,41.11728939976724,USA,United States of America
CLASP,1,415.5,2.5994076121471643e-05,1542.6986868149668,US,1542.6986868149668,41.11728939976724,USA,United States of America
ULUX,1,417.5,2.5994076121471643e-05,1542.6986868149668,L,1542.6986868149668,41.11728939976724,Luxembourg,"Luxembourg, Grand Duchy of"
COL,1,410.5,2.5994076121471643e-05,1542.6986868149668,US,1542.6986868149668,41.11728939976724,USA,United States of America
MTUSI,1,429.0,2.5994076121471643e-05,1542.6986868149668,RU,1542.6986868149668,41.11728939976724,Russia,Russian Federation
KWU,1,411.5,2.5994076121471643e-05,1542.6986868149668,KW,1542.6986868149668,41.11728939976724,Kuwait,State of Kuwait
BGOPT,1,442.0,2.5994076121471643e-05,1542.6986868149668,RU,1542.6986868149668,41.11728939976724,Russia,Russian Federation
KAIRSP,1,416.0,2.5994076121471643e-05,1542.6986868149668,KR,1542.6986868149668,41.11728939976724,South Korea,Great Han People's Nation
KOMI,1,441.5,2.5994076121471643e-05,1542.6986868149668,ID,1542.6986868149668,41.11728939976724,Indonesia,"Indonesia, Republic of"
OCOSB,2,1061.75,7.117006437740159e-05,1457.5754023093948,E,728.7877011546974,225.15284789740883,Spain,Spain (Kingdom of)
WXSTR/OMS,1,592.5,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
ESIBG/UIB,1,591.5,0.00011547220691943139,1378.102899026377,ESIB,1378.102899026377,182.65331406082166,Balaeric Is.,"Balaeric Is., Autonomous Community of the"
DCUBED,1,604.0,0.00011547220691943139,1378.102899026377,D,1378.102899026377,182.65331406082166,Germany,"Germany, Federal Republic of"
UVIC,1,589.5,0.00011547220691943139,1378.102899026377,CA,1378.102899026377,182.65331406082166,Canada,Canada
CITY,1,590.0,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
BRNO,1,589.5,0.00011547220691943139,1378.102899026377,CZ,1378.102899026377,182.65331406082166,Czech Republic,Czech Republic
ARGOSP,1,594.5,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
ARGUS,1,592.5,0.00011547220691943139,1378.102899026377,PL,1378.102899026377,182.65331406082166,Poland,"Poland, Republic of"
CASC/CNES,1,613.0,0.00011547220691943139,1378.102899026377,CN,1378.102899026377,182.65331406082166,China,"China, People's Republic of"
BUSAN,1,594.0,0.00011547220691943139,1378.102899026377,KR,1378.102899026377,182.65331406082166,South Korea,Great Han People's Nation
ARC/GSFC,1,610.0,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
FAP,1,590.0,0.00011547220691943139,1378.102899026377,P,1378.102899026377,182.65331406082166,Portugal,Portuguese Republic
GSFC/UMAL,1,590.0,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
TUMBLE,1,594.0,0.00011547220691943139,1378.102899026377,AT,1378.102899026377,182.65331406082166,Austria,"Austria, Republic of"
UAEAF,1,613.0,0.00011547220691943139,1378.102899026377,UAE,1378.102899026377,182.65331406082166,UAE,United Arab Emirates
UCH,1,591.5,0.00011547220691943139,1378.102899026377,CL,1378.102899026377,182.65331406082166,Chile,"Chile, Republic of"
GHG/SPIRE,1,590.0,0.00011547220691943139,1378.102899026377,CA,1378.102899026377,182.65331406082166,Canada,Canada
GMVRO/ESA,1,589.5,0.00011547220691943139,1378.102899026377,RO,1378.102899026377,182.65331406082166,Romania,Romania
MON/WKL,1,591.5,0.00011547220691943139,1378.102899026377,PL,1378.102899026377,182.65331406082166,Poland,"Poland, Republic of"
KOUKO,1,618.5,0.00011547220691943139,1378.102899026377,J,1378.102899026377,182.65331406082166,Japan,"Japan (Nippon), State of"
UCB/GSFC,1,589.5,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
IOTA,1,591.5,0.00011547220691943139,1378.102899026377,UK,1378.102899026377,182.65331406082166,UK,United Kingdom of Great Britain and Northern Ireland
DHRUVA,1,592.0,0.00011547220691943139,1378.102899026377,IN,1378.102899026377,182.65331406082166,India,"India, Republic of"
CLAAC/AACCS,1,613.0,0.00011547220691943139,1378.102899026377,UK,1378.102899026377,182.65331406082166,UK,United Kingdom of Great Britain and Northern Ireland
GHG/SPIREG,1,589.5,0.00011547220691943139,1378.102899026377,CA,1378.102899026377,182.65331406082166,Canada,Canada
PKU,1,588.0,0.00011547220691943139,1378.102899026377,CN,1378.102899026377,182.65331406082166,China,"China, People's Republic of"
PUOL,1,602.5,0.00011547220691943139,1378.102899026377,FI,1378.102899026377,182.65331406082166,Finland,Republic of Finland
SEJU,1,585.5,0.00011547220691943139,1378.102899026377,KR,1378.102899026377,182.65331406082166,South Korea,Great Han People's Nation
APOLNK,1,592.5,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
ANDUR,1,593.0,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
PSU,1,604.0,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
QUAT,1,587.5,0.00011547220691943139,1378.102899026377,KR,1378.102899026377,182.65331406082166,South Korea,Great Han People's Nation
ROSAP/IQMOST,1,612.0,0.00011547220691943139,1378.102899026377,I,1378.102899026377,182.65331406082166,Italy,Italian Republic
DAUR,1,597.0,0.00011547220691943139,1378.102899026377,RU,1378.102899026377,182.65331406082166,Russia,Russian Federation
SPNOR,1,594.5,0.00011547220691943139,1378.102899026377,N,1378.102899026377,182.65331406082166,Norway,"Norway, Kingdom of"
SPLINT,1,587.5,0.00011547220691943139,1378.102899026377,KR,1378.102899026377,182.65331406082166,South Korea,Great Han People's Nation
USCLA,1,592.5,0.00011547220691943139,1378.102899026377,US,1378.102899026377,182.65331406082166,USA,United States of America
ETHD,1,590.0,0.00011547220691943139,1378.102899026377,D,1378.102899026377,182.65331406082166,Germany,"Germany, Federal Republic of"
ELKED/OCOSA,1,593.5,0.00011547220691943139,1378.102899026377,GR,1378.102899026377,182.65331406082166,Greece,Hellenic Republic
ETRI,1,586.0,0.00011547220691943139,1378.102899026377,KR,1378.102899026377,182.65331406082166,South Korea,Great Han People's Nation
GWHYZ,5,730.3,0.000236793329626539,1256.9790696021153,CN,251.39581392042305,1872.7920578309179,China,"China, People's Republic of"
CASIC,3,838.3333333333334,0.0001689103365101937,1216.3226232827374,CN,405.4408744275791,801.5443776243555,China,"China, People's Republic of"
AFRLSW?,1,328.5,9.049659332127646e-06,1055.483470660916,US,1055.483470660916,14.314702318696241,USA,United States of America
CREO,1,324.5,9.049659332127646e-06,1055.483470660916,PL,1055.483470660916,14.314702318696241,Poland,"Poland, Republic of"
HSCIL,1,339.5,9.049659332127646e-06,1055.483470660916,IL,1055.483470660916,14.314702318696241,Israel,"Israel, State of"
RUVDS,1,319.5,9.049659332127646e-06,1055.483470660916,RU,1055.483470660916,14.314702318696241,Russia,Russian Federation
APSCO/BUAA,1,325.5,9.049659332127646e-06,1055.483470660916,CN,1055.483470660916,14.314702318696241,China,"China, People's Republic of"
GSFC/NOAA,3,826.3333333333334,0.00032058976087367963,1015.6148192570386,US,338.5382730856795,1521.3214635726372,USA,United States of America
EUMET,3,819.6666666666666,0.00032058976087367963,1015.6148192570386,I-EUM,338.5382730856795,1521.3214635726372,EUMETSAT,European Meteorological Satellite Organization
NAVAIR,2,902.0,0.00016031931601862004,985.2690836460558,US,492.6345418230279,507.18445866712665,USA,United States of America
VMFR,4,958.125,0.00018329056981977732,905.4142210631879,RU,226.35355526579698,1159.7121387673085,Russia,Russian Federation
NDRE,1,402.5,1.5912985257937606e-05,828.8360610393943,N,828.8360610393943,25.171074248120167,Norway,"Norway, Kingdom of"
ZYD,1,398.5,1.5912985257937606e-05,828.8360610393943,CN,828.8360610393943,25.171074248120167,China,"China, People's Republic of"
AFRCO,1,391.5,1.5912985257937606e-05,828.8360610393943,US,828.8360610393943,25.171074248120167,USA,United States of America
OCOS,1,402.0,1.5912985257937606e-05,828.8360610393943,UK,828.8360610393943,25.171074248120167,UK,United Kingdom of Great Britain and Northern Ireland
ADIG/OFAB,1,396.5,1.5912985257937606e-05,828.8360610393943,US,828.8360610393943,25.171074248120167,USA,United States of America
MGUS,1,391.5,1.5912985257937606e-05,828.8360610393943,RU,828.8360610393943,25.171074248120167,Russia,Russian Federation
CERD/MONTP,1,383.5,1.5912985257937606e-05,828.8360610393943,DJ,828.8360610393943,25.171074248120167,Djibouti,Republic of Djibouti
DIGAN/ORBAS,1,386.0,1.5912985257937606e-05,828.8360610393943,IN,828.8360610393943,25.171074248120167,India,"India, Republic of"
SPBGUT,1,399.0,1.5912985257937606e-05,828.8360610393943,RU,828.8360610393943,25.171074248120167,Russia,Russian Federation
SMCRC,1,397.5,1.5912985257937606e-05,828.8360610393943,AU,828.8360610393943,25.171074248120167,Australia,"Australia, Commonwealth of"
OUTP,1,383.5,1.5912985257937606e-05,828.8360610393943,US,828.8360610393943,25.171074248120167,USA,United States of America
S2086/SITRO,1,398.0,1.5912985257937606e-05,828.8360610393943,RU,828.8360610393943,25.171074248120167,Russia,Russian Federation
LUMIR,1,407.0,1.5912985257937606e-05,828.8360610393943,KR,828.8360610393943,25.171074248120167,South Korea,Great Han People's Nation
ASTSC,1,397.5,1.5912985257937606e-05,828.8360610393943,J,828.8360610393943,25.171074248120167,Japan,"Japan (Nippon), State of"
BRONC,1,394.0,1.5912985257937606e-05,828.8360610393943,US,828.8360610393943,25.171074248120167,USA,United States of America
TIANDI,1,390.0,1.5912985257937606e-05,828.8360610393943,CN,828.8360610393943,25.171074248120167,China,"China, People's Republic of"
ESA/JAXA,1,396.0,1.5912985257937606e-05,828.8360610393943,I-ESA,828.8360610393943,25.171074248120167,ESA,European Space Agency
CMSEO,1,391.0,1.5912985257937606e-05,828.8360610393943,CN,828.8360610393943,25.171074248120167,China,"China, People's Republic of"
KMUTNB/KYUT,1,375.0,1.5912985257937606e-05,828.8360610393943,T,828.8360610393943,25.171074248120167,Thailand,Thai Kingdom
SXAK/ZDNC,1,398.5,1.5912985257937606e-05,828.8360610393943,CN,828.8360610393943,25.171074248120167,China,"China, People's Republic of"
INPE,3,744.1666666666666,0.0002494685676598385,769.4441474740753,BR,256.48138249135843,1183.8241041552667,Brazil,"Brazil, Federal Republic of"
JARL,1,1060.0,7.117006437740159e-05,728.7877011546974,J,728.7877011546974,112.57642394870442,Japan,"Japan (Nippon), State of"
AMIT,1,782.5,0.0003356788602499883,621.7229821683927,I,621.7229821683927,530.9750105287213,Italy,Italian Republic
SSTLA/SURREY,1,767.0,0.0003356788602499883,621.7229821683927,UK,621.7229821683927,530.9750105287213,UK,United Kingdom of Great Britain and Northern Ireland
ISRO/CNES,1,781.5,0.0003356788602499883,621.7229821683927,IN,621.7229821683927,530.9750105287213,India,"India, Republic of"
INFER,1,788.5,0.0003356788602499883,621.7229821683927,US,621.7229821683927,530.9750105287213,USA,United States of America
USNA/SFSSC,1,785.0,0.0003356788602499883,621.7229821683927,US,621.7229821683927,530.9750105287213,USA,United States of America
DRDC/DND,1,774.0,0.0003356788602499883,621.7229821683927,CA,621.7229821683927,530.9750105287213,Canada,Canada
UVIE/UTIAS,1,769.5,0.0003356788602499883,621.7229821683927,AT,621.7229821683927,530.9750105287213,Austria,"Austria, Republic of"
STAN,1,765.0,0.0003356788602499883,621.7229821683927,US,621.7229821683927,530.9750105287213,USA,United States of America
AMLU,1,777.0,0.0003356788602499883,621.7229821683927,AR,621.7229821683927,530.9750105287213,Argentina,Argentine Republic
NOAA,3,1012.6666666666666,0.00021395924068412508,534.3375197357918,US,178.11250657859728,1015.3187185248837,USA,United States of America
NSRDA,2,674.25,0.00016288825462540402,523.3711321870542,NG,261.6855660935271,515.311525130406,Nigeria,"Nigeria, Federal Republic of"
USGS,2,691.0,0.00019033436360099687,505.4530271575471,US,252.72651357877356,602.1397394030286,USA,United States of America
SSC,1,210.5,4.601442560314695e-09,350.2592270181164,S,350.2592270181164,0.007278537022232656,Sweden,"Sweden, Kingdom of"
CAS?,1,823.0,0.00032058976087367963,338.5382730856795,CN,338.5382730856795,507.1071545242124,China,"China, People's Republic of"
ARTEC,1,1098.0,8.478010143686543e-05,270.73598134972303,US,270.73598134972303,134.1047071583271,USA,United States of America
NROC/NRL,2,946.25,0.00018783345738931922,270.64768909054726,US,135.32384454527363,594.2278994909891,USA,United States of America
IITK,1,846.0,0.00031011287298765566,269.18862986781767,IN,269.18862986781767,490.5348697772762,India,"India, Republic of"
SRMU,1,853.5,0.00031011287298765566,269.18862986781767,IN,269.18862986781767,490.5348697772762,India,"India, Republic of"
ISASJ,2,1014.75,9.585403066741938e-05,266.09799566981644,J,133.04899783490822,303.2427773673315,Japan,"Japan (Nippon), State of"
ASAL/UKSA,1,663.0,0.00016288825462540402,261.6855660935271,DZ,261.6855660935271,257.655762565203,Algeria,"Algeria (al Jaza'ir), People's Democratic Republic of"
ULLAF,1,676.5,0.00016288825462540402,261.6855660935271,US,261.6855660935271,257.655762565203,USA,United States of America
IITB,1,669.0,0.00016288825462540402,261.6855660935271,IN,261.6855660935271,257.655762565203,India,"India, Republic of"
TUBTU,1,673.5,0.00016288825462540402,261.6855660935271,TR,261.6855660935271,257.655762565203,Turkey,"Turkey, Republic of"
GOMSP,1,662.0,0.00016288825462540402,261.6855660935271,DK,261.6855660935271,257.655762565203,Denmark,"Denmark, Kingdom of"
RADS,1,677.5,0.00016288825462540402,261.6855660935271,US,261.6855660935271,257.655762565203,USA,United States of America
VAST,1,677.0,0.00016288825462540402,261.6855660935271,VN,261.6855660935271,257.655762565203,Vietnam,"Vietnam, Socialist Republic of"
CANON,1,666.0,0.00016288825462540402,261.6855660935271,J,261.6855660935271,257.655762565203,Japan,"Japan (Nippon), State of"
EPFL,1,684.5,0.00016288825462540402,261.6855660935271,CH,261.6855660935271,257.655762565203,Switzerland,Swiss Confederation
ZZWYZ?,1,746.0,0.0002494685676598385,256.48138249135843,CN,256.48138249135843,394.60803471842223,China,"China, People's Republic of"
GACO,1,749.0,0.0002494685676598385,256.48138249135843,US,256.48138249135843,394.60803471842223,USA,United States of America
RESH,1,738.0,0.0002494685676598385,256.48138249135843,RU,256.48138249135843,394.60803471842223,Russia,Russian Federation
ADSDF/BWEHR,1,745.5,0.0002494685676598385,256.48138249135843,D,256.48138249135843,394.60803471842223,Germany,"Germany, Federal Republic of"
BNU,1,730.5,0.0002494685676598385,256.48138249135843,CN,256.48138249135843,394.60803471842223,China,"China, People's Republic of"
AAU,1,758.0,0.0002494685676598385,256.48138249135843,DK,256.48138249135843,394.60803471842223,Denmark,"Denmark, Kingdom of"
ISRO/JPL,1,750.0,0.0002494685676598385,256.48138249135843,IN,256.48138249135843,394.60803471842223,India,"India, Republic of"
CNES/DGA,1,697.0,0.00021778047257658972,243.76746106402,F,243.76746106402,344.48397683782554,France,French Republic
SPOT,1,697.5,0.00021778047257658972,243.76746106402,F,243.76746106402,344.48397683782554,France,French Republic
MDPE,1,697.0,0.00021778047257658972,243.76746106402,PE,243.76746106402,344.48397683782554,Peru,"Peru, Republic of"
DMI,1,719.0,0.00021778047257658972,243.76746106402,DK,243.76746106402,344.48397683782554,Denmark,"Denmark, Kingdom of"
USGS/GSFC,1,702.0,0.00021778047257658972,243.76746106402,US,243.76746106402,344.48397683782554,USA,United States of America
CNES/JPL,1,893.0,0.00021925165012437464,155.91797336064198,F,155.91797336064198,346.8110775475425,France,French Republic
SISE,1,893.0,0.00021925165012437464,155.91797336064198,CN,155.91797336064198,346.8110775475425,China,"China, People's Republic of"
QINQ,1,887.0,0.00021925165012437464,155.91797336064198,UK,155.91797336064198,346.8110775475425,UK,United Kingdom of Great Britain and Northern Ireland
TCANL,1,1005.0,8.168591258361779e-05,154.88668024390628,CA,154.88668024390628,129.21033591997303,Canada,Canada
RESH/ROSTO,1,1492.5,8.67871115148855e-05,154.62741608393728,RU,154.62741608393728,137.27938487414846,Russia,Russian Federation
NGA/ARTEC,1,1290.5,3.0163553976891855e-05,8.986559931577991,US,8.986559931577991,47.71254698176772,USA,United States of America
CNES/NOAA,1,1310.5,3.0163553976891855e-05,8.986559931577991,F,8.986559931577991,47.71254698176772,France,French Republic
CRC,1,1556.0,3.853440138645858e-05,4.219643175408927,CA,4.219643175408927,60.95350826279367,Canada,Canada
