operator_code,n_satellites,mean_altitude_km,mean_collision_prob,total_tax_usd_year,state,tax_per_satellite_usd_year,expected_losses_usd_year,state_short,state_name
HISD,1,508.0,4.94111429938382e-05,15121.606322266613,E,15121.606322266613,78.15827946940341,Spain,Spain (Kingdom of)
JHB/GCDX?,1,492.5,4.94111429938382e-05,15121.606322266613,CN,15121.606322266613,78.15827946940341,China,"China, People's Republic of"
GALAX,1,485.5,4.94111429938382e-05,15121.606322266613,CA,15121.606322266613,78.15827946940341,Canada,Canada
FVM,1,490.5,4.94111429938382e-05,15121.606322266613,S,15121.606322266613,78.15827946940341,Sweden,"Sweden, Kingdom of"
FUCHW,1,493.5,4.94111429938382e-05,15121.606322266613,CN,15121.606322266613,78.15827946940341,China,"China, People's Republic of"
STFISH,1,495.5,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
MANYA,1,488.5,4.94111429938382e-05,15121.606322266613,RU,15121.606322266613,78.15827946940341,Russia,Russian Federation
LUOUT,1,506.5,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
DLR2/NANAV,1,480.5,4.94111429938382e-05,15121.606322266613,D,15121.606322266613,78.15827946940341,Germany,"Germany, Federal Republic of"
MOMENT,1,496.0,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
MBS/REFLEX,1,490.0,4.94111429938382e-05,15121.606322266613,D,15121.606322266613,78.15827946940341,Germany,"Germany, Federal Republic of"
GIT/DARPA2,1,498.5,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
MITRE,1,485.0,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
AMGU/MAIO,1,496.5,4.94111429938382e-05,15121.606322266613,RU,15121.606322266613,78.15827946940341,Russia,Russian Federation
ALENSP,1,488.5,4.94111429938382e-05,15121.606322266613,E,15121.606322266613,78.15827946940341,Spain,Spain (Kingdom of)
CTYK,1,489.0,4.94111429938382e-05,15121.606322266613,CN,15121.606322266613,78.15827946940341,China,"China, People's Republic of"
STARCL,1,500.0,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
SUST/CTYK,1,505.0,4.94111429938382e-05,15121.606322266613,CN,15121.606322266613,78.15827946940341,China,"China, People's Republic of"
IRSA/BDS,1,487.0,4.94111429938382e-05,15121.606322266613,IR,15121.606322266613,78.15827946940341,Iran,"Iran, Islamic Republic of"
HWU,1,507.5,4.94111429938382e-05,15121.606322266613,UK,15121.606322266613,78.15827946940341,UK,United Kingdom of Great Britain and Northern Ireland
APL/NASA,1,503.0,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
AZER,1,498.0,4.94111429938382e-05,15121.606322266613,AZ,15121.606322266613,78.15827946940341,Azerbaijan,"Azerbaijan, Republic of"
AUBU,1,490.5,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
ARGUS/MON,1,509.5,4.94111429938382e-05,15121.606322266613,PL,15121.606322266613,78.15827946940341,Poland,"Poland, Republic of"
ARC/TERRAN,1,494.0,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
ARQM,1,507.5,4.94111429938382e-05,15121.606322266613,E,15121.606322266613,78.15827946940341,Spain,Spain (Kingdom of)
AUTH,1,510.5,4.94111429938382e-05,15121.606322266613,GR,15121.606322266613,78.15827946940341,Greece,Hellenic Republic
IHIC,1,499.0,4.94111429938382e-05,15121.606322266613,J,15121.606322266613,78.15827946940341,Japan,"Japan (Nippon), State of"
HANGZ,1,480.0,4.94111429938382e-05,15121.606322266613,CN,15121.606322266613,78.15827946940341,China,"China, People's Republic of"
BLSKSP,1,502.0,4.94111429938382e-05,15121.606322266613,UK,15121.606322266613,78.15827946940341,UK,United Kingdom of Great Britain and Northern Ireland
BIUST,1,481.5,4.94111429938382e-05,15121.606322266613,BW,15121.606322266613,78.15827946940341,Botswana,"Botswana, Republic of"
CALG,1,498.5,4.94111429938382e-05,15121.606322266613,CA,15121.606322266613,78.15827946940341,Canada,Canada
SBKHZ/GAF,1,491.0,4.94111429938382e-05,15121.606322266613,SB,15121.606322266613,78.15827946940341,Solomon Is.,Solomon Islands
VESTGO/ADIG,1,492.0,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
ZHYE/NCHU,1,507.5,4.94111429938382e-05,15121.606322266613,CN,15121.606322266613,78.15827946940341,China,"China, People's Republic of"
WISEK,1,504.5,4.94111429938382e-05,15121.606322266613,CH,15121.606322266613,78.15827946940341,Switzerland,Swiss Confederation
WSU,1,502.0,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
VSGA,1,509.5,4.94111429938382e-05,15121.606322266613,VN,15121.606322266613,78.15827946940341,Vietnam,"Vietnam, Socialist Republic of"
VYOMA,1,512.0,4.94111429938382e-05,15121.606322266613,D,15121.606322266613,78.15827946940341,Germany,"Germany, Federal Republic of"
AIGLON,1,503.0,4.94111429938382e-05,15121.606322266613,CH,15121.606322266613,78.15827946940341,Switzerland,Swiss Confederation
AARH,1,506.0,4.94111429938382e-05,15121.606322266613,DK,15121.606322266613,78.15827946940341,Denmark,"Denmark, Kingdom of"
ZYK,1,511.5,4.94111429938382e-05,15121.606322266613,CN,15121.606322266613,78.15827946940341,China,"China, People's Republic of"
WYKK/TADA,1,488.5,4.94111429938382e-05,15121.606322266613,CN,15121.606322266613,78.15827946940341,China,"China, People's Republic of"
XIAMT,1,484.0,4.94111429938382e-05,15121.606322266613,CN,15121.606322266613,78.15827946940341,China,"China, People's Republic of"
XONA,1,503.5,4.94111429938382e-05,15121.606322266613,US,15121.606322266613,78.15827946940341,USA,United States of America
LOFT/EDA,9,586.6111111111111,0.0001095831085863308,14646.53939693441,US,1627.3932663260455,1560.041730744024,USA,United States of America
SPIREL/MYRI,4,533.25,6.247032192152613e-05,14486.864818893579,L,3621.7162047233946,395.2608730298036,Luxembourg,"Luxembourg, Grand Duchy of"
ZJUNI,4,576.125,9.078521028940689e-05,14187.015056589164,CN,3546.753764147291,574.4142238015322,China,"China, People's Republic of"
APL/JPL,3,573.8333333333334,8.255621141273206e-05,12808.912157562787,US,4269.637385854262,391.7609097407106,USA,United States of America
SCITOK,4,612.875,0.000132021654032366,11851.608068386731,J,2962.902017096683,835.3245609526844,Japan,"Japan (Nippon), State of"
NSC,4,584.125,9.901420916608172e-05,11295.480569761277,N,2823.8701424403193,626.4805679487837,Norway,"Norway, Kingdom of"
DELSP/SPIRE,6,588.5833333333334,0.00010998620766831484,11160.151880986146,US,1860.025313497691,1043.8535402176785,USA,United States of America
SPIREL,8,600.1875,0.00011547220691943139,11024.823192211015,L,1378.102899026377,1461.2265124865733,Luxembourg,"Luxembourg, Grand Duchy of"
CNSAS,6,637.75,0.0001345767425035005,10612.133485652976,CN,1768.688914275496,1277.2365923996792,China,"China, People's Republic of"
CENTI,32,820.9375,0.0002177328415466119,10377.053026438192,CN,324.2829070761935,11021.076298608741,China,"China, People's Republic of"
LARCN/SWRIB,7,379.85714285714283,1.634273857436292e-05,10346.795450452499,US,1478.1136357789285,180.95599008199852,USA,United States of America
ORBC,28,732.0892857142857,0.00026278290301300674,9976.272292900927,US,356.295439032176,11638.72019979225,USA,United States of America
JAXA,8,656.5625,0.00016390534456862949,9642.873798637516,J,1205.3592248296895,2074.11671961061,Japan,"Japan (Nippon), State of"
APOGEO,3,404.6666666666667,3.6955158028077285e-05,9139.95856054448,I,3046.652853514827,175.36640891031135,Italy,Italian Republic
FAB/ICEYE,2,566.5,8.255621141273206e-05,8539.274771708524,BR,4269.637385854262,261.1739398271404,Brazil,"Brazil, Federal Republic of"
UM5R,2,561.5,8.255621141273206e-05,8539.274771708524,MA,4269.637385854262,261.1739398271404,Morocco,"Morocco (al Maghrib), Kingdom of"
PLANQ,2,562.25,8.255621141273206e-05,8539.274771708524,US,4269.637385854262,261.1739398271404,USA,United States of America
USPACE,2,578.5,8.255621141273206e-05,8539.274771708524,F,4269.637385854262,261.1739398271404,France,French Republic
TERRAN,2,574.5,8.255621141273206e-05,8539.274771708524,US,4269.637385854262,261.1739398271404,USA,United States of America
ADIG,3,774.0,5.815522549582989e-05,8440.520350442413,US,2813.5067834808046,275.9688660193148,USA,United States of America
PIXX,6,588.75,0.00011547220691943139,8268.617394158262,IN,1378.102899026377,1095.9198843649299,India,"India, Republic of"
DEYA/NUDTC,2,556.25,7.25132666671291e-05,7891.353590577657,CN,3945.6767952888285,229.4021881710211,China,"China, People's Republic of"
ELKED,2,547.0,7.25132666671291e-05,7891.353590577657,GR,3945.6767952888285,229.4021881710211,Greece,Hellenic Republic
XYUN,5,720.6,0.00013945612844790123,7699.157919576312,CN,1539.8315839152624,1102.9547588396529,China,"China, People's Republic of"
UPC,3,467.5,4.484812121855845e-05,7355.034759484195,E,2451.6782531613985,212.82154871310468,Spain,Spain (Kingdom of)
DSTA/STELEC,2,523.0,6.247032192152613e-05,7243.432409446789,SG,3621.7162047233946,197.6304365149018,Singapore,"Singapore, Republic of"
XGCM,2,544.0,6.247032192152613e-05,7243.432409446789,CN,3621.7162047233946,197.6304365149018,China,"China, People's Republic of"
HONGQ?,2,520.5,6.247032192152613e-05,7243.432409446789,CN,3621.7162047233946,197.6304365149018,China,"China, People's Republic of"
KAIYUN,2,532.0,6.247032192152613e-05,7243.432409446789,CN,3621.7162047233946,197.6304365149018,China,"China, People's Republic of"
JKY,2,518.0,6.247032192152613e-05,7243.432409446789,CN,3621.7162047233946,197.6304365149018,China,"China, People's Republic of"
UTIAS,3,599.0,0.00011054126897617571,7159.094033274387,CA,2386.364677758129,524.560749057344,Canada,Canada
ESPACE,4,628.125,0.0001345767425035005,7074.755657101983,RW,1768.6889142754958,851.4910615997862,Rwanda,"Rwanda, Republic of"
SWRI/GSFC,4,646.125,0.0001345767425035005,7074.755657101983,US,1768.6889142754958,851.4910615997862,USA,United States of America
RNAF,3,592.8333333333334,0.00010450020841719827,7025.843183907016,NL,2341.9477279690054,495.89359803521353,Netherlands,"Netherlands, Kingdom of"
HANCOM,3,583.8333333333334,0.00010450020841719827,7025.843183907016,KR,2341.9477279690054,495.89359803521353,South Korea,Great Han People's Nation
HEAD,7,655.2857142857143,0.0001726920729178286,7002.827082739941,CN,1000.4038689628487,1912.1437262161276,China,"China, People's Republic of"
S4/ZFT,5,592.8,0.00011547220691943139,6890.514495131884,D,1378.102899026377,913.2665703041083,Germany,"Germany, Federal Republic of"
WURZ,3,458.1666666666667,4.148775759738044e-05,6641.172133708623,D,2213.724044569541,196.8753335614576,Germany,"Germany, Federal Republic of"
MUON,3,573.0,9.780491192012963e-05,6377.9220027761485,US,2125.974000925383,464.1218463790942,USA,United States of America
RATEKS,4,436.5,2.5994076121471643e-05,6170.794747259867,RU,1542.6986868149668,164.46915759906895,Russia,Russian Federation
ITUTR,3,620.1666666666666,0.00013860296363625105,5891.507745944658,TR,1963.835915314886,657.7242608122174,Turkey,"Turkey, Republic of"
MINCYT,2,579.5,9.901420916608172e-05,5647.740284880639,AR,2823.8701424403193,313.24028397439184,Argentina,Argentine Republic
SURREY,2,573.75,9.901420916608172e-05,5647.740284880639,UK,2823.8701424403193,313.24028397439184,UK,United Kingdom of Great Britain and Northern Ireland
HUBN/SPIREG,2,584.75,9.901420916608172e-05,5647.740284880639,US,2823.8701424403193,313.24028397439184,USA,United States of America
ELKED/ORORA,4,589.875,0.00011547220691943139,5512.411596105508,GR,1378.102899026377,730.6132562432866,Greece,Hellenic Republic
GYZ/CASC,8,852.1875,0.0002143337479517532,5488.821487585376,CN,686.102685948172,2712.25573134009,China,"China, People's Republic of"
OCOSB/IEEC,1,365.5,1.8921258472914815e-05,5373.779084216133,E,5373.779084216133,29.929544593277534,Spain,Spain (Kingdom of)
VZCR/VZLU,1,349.0,1.8921258472914815e-05,5373.779084216133,CZ,5373.779084216133,29.929544593277534,Czech Republic,Czech Republic
XXYW,1,372.5,1.8921258472914815e-05,5373.779084216133,CN,5373.779084216133,29.929544593277534,China,"China, People's Republic of"
UWA,1,350.5,1.8921258472914815e-05,5373.779084216133,US,5373.779084216133,29.929544593277534,USA,United States of America
OCOSB/ANDU,1,366.5,1.8921258472914815e-05,5373.779084216133,E,5373.779084216133,29.929544593277534,Spain,Spain (Kingdom of)
OKB5P?,1,349.5,1.8921258472914815e-05,5373.779084216133,RU,5373.779084216133,29.929544593277534,Russia,Russian Federation
QAU,1,347.0,1.8921258472914815e-05,5373.779084216133,QA,5373.779084216133,29.929544593277534,Qatar,"Qatar, State of"
UAZ,1,373.5,1.8921258472914815e-05,5373.779084216133,US,5373.779084216133,29.929544593277534,USA,United States of America
RTAF,1,344.5,1.8921258472914815e-05,5373.779084216133,T,5373.779084216133,29.929544593277534,Thailand,Thai Kingdom
UME,1,362.0,1.8921258472914815e-05,5373.779084216133,US,5373.779084216133,29.929544593277534,USA,United States of America
KATAL,1,350.0,1.8921258472914815e-05,5373.779084216133,US,5373.779084216133,29.929544593277534,USA,United States of America
MIREA,1,368.0,1.8921258472914815e-05,5373.779084216133,RU,5373.779084216133,29.929544593277534,Russia,Russian Federation
HUS,1,359.5,1.8921258472914815e-05,5373.779084216133,J,5373.779084216133,29.929544593277534,Japan,"Japan (Nippon), State of"
CUA,1,369.5,1.8921258472914815e-05,5373.779084216133,US,5373.779084216133,29.929544593277534,USA,United States of America
UITM,1,351.0,1.8921258472914815e-05,5373.779084216133,MY,5373.779084216133,29.929544593277534,Malaysia,Malaysia
UESTC/GUOX,1,344.5,1.8921258472914815e-05,5373.779084216133,CN,5373.779084216133,29.929544593277534,China,"China, People's Republic of"
UPAEP,1,368.0,1.8921258472914815e-05,5373.779084216133,MX,5373.779084216133,29.929544593277534,Mexico,United Mexican States
ISKY,1,342.5,1.8921258472914815e-05,5373.779084216133,CZ,5373.779084216133,29.929544593277534,Czech Republic,Czech Republic
NTNU,2,452.25,4.5802935372429854e-05,5325.120856515178,N,2662.560428257589,144.90167223226644,Norway,"Norway, Kingdom of"
MDDI/ASI,3,622.0,0.0001345767425035005,5306.066742826488,I,1768.688914275496,638.6182961998396,Italy,Italian Republic
UAESA/UAEU,2,567.0,8.897126442047876e-05,4999.819103749772,UAE,2499.909551874886,281.46853231827254,UAE,United Arab Emirates
ZHONG,2,576.25,8.897126442047876e-05,4999.819103749772,CN,2499.909551874886,281.46853231827254,China,"China, People's Republic of"
TUKE,2,568.0,8.897126442047876e-05,4999.819103749772,SK,2499.909551874886,281.46853231827254,Slovakia,Slovak Republic
UNKCN,2,568.75,8.897126442047876e-05,4999.819103749772,CN,2499.909551874886,281.46853231827254,China,"China, People's Republic of"
ORBMAT,2,566.5,8.897126442047876e-05,4999.819103749772,PL,2499.909551874886,281.46853231827254,Poland,"Poland, Republic of"
IMICAS,2,575.0,8.897126442047876e-05,4999.819103749772,CN,2499.909551874886,281.46853231827254,China,"China, People's Republic of"
APEX,4,542.875,9.058240150405794e-05,4963.144758118525,US,1240.7861895296312,573.1310164305852,USA,United States of America
NSMC,8,749.25,0.0002555063840638666,4813.331937919697,CN,601.6664922399622,3233.268961111991,China,"China, People's Republic of"
ORBSK,3,428.0,2.5994076121471643e-05,4628.0960604449,US,1542.6986868149668,123.3518681993017,USA,United States of America
SPIRE/NSTAR,3,440.5,2.5994076121471643e-05,4628.0960604449,US,1542.6986868149668,123.3518681993017,USA,United States of America
MDA,3,813.1666666666666,0.00017201302031581248,4596.580984486369,US,1532.1936614954564,816.2678031489373,USA,United States of America
YONS,2,634.5,0.00012272223301906804,4531.322951947789,KR,2265.6614759738945,388.24273247877323,South Korea,Great Han People's Nation
CBKPL,2,652.0,0.0001501683419946609,4513.404846918282,PL,2256.702423459141,475.07094675139575,Poland,"Poland, Republic of"
JSC,3,484.6666666666667,5.582011972079156e-05,4463.500272656311,US,1487.8334242187702,264.88789286035615,USA,United States of America
UZURO,1,583.0,8.255621141273206e-05,4269.637385854262,KR,4269.637385854262,130.5869699135702,South Korea,Great Han People's Nation
AGILS,1,577.5,8.255621141273206e-05,4269.637385854262,SG,4269.637385854262,130.5869699135702,Singapore,"Singapore, Republic of"
GHALAM,1,566.5,8.255621141273206e-05,4269.637385854262,KZ,4269.637385854262,130.5869699135702,Kazakhstan,"Kazakhstan, Republic of"
DOST/UPD,1,564.5,8.255621141273206e-05,4269.637385854262,PH,4269.637385854262,130.5869699135702,Phillipines,"Philippines, Republic of the"
TRPT,1,581.0,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
UFSC,1,553.0,8.255621141273206e-05,4269.637385854262,BR,4269.637385854262,130.5869699135702,Brazil,"Brazil, Federal Republic of"
FMI/FMV,1,582.0,8.255621141273206e-05,4269.637385854262,DK,4269.637385854262,130.5869699135702,Denmark,"Denmark, Kingdom of"
DELFT,1,580.5,8.255621141273206e-05,4269.637385854262,NL,4269.637385854262,130.5869699135702,Netherlands,"Netherlands, Kingdom of"
CRUNCH,1,561.0,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
SPRCO,1,563.0,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
IRSS,1,562.0,8.255621141273206e-05,4269.637385854262,D,4269.637385854262,130.5869699135702,Germany,"Germany, Federal Republic of"
ICEUS/ICEYE,1,563.5,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
WNI,1,561.0,8.255621141273206e-05,4269.637385854262,J,4269.637385854262,130.5869699135702,Japan,"Japan (Nippon), State of"
CNSSC,1,576.0,8.255621141273206e-05,4269.637385854262,CN,4269.637385854262,130.5869699135702,China,"China, People's Republic of"
AXEL/FUKUI,1,570.0,8.255621141273206e-05,4269.637385854262,J,4269.637385854262,130.5869699135702,Japan,"Japan (Nippon), State of"
SFSSC/ORISS,1,566.5,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
CHFEN,1,554.5,8.255621141273206e-05,4269.637385854262,CN,4269.637385854262,130.5869699135702,China,"China, People's Republic of"
AUINSH/NANAV,1,554.5,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
NROC/SFSSC,1,576.5,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
LATMOS,1,580.0,8.255621141273206e-05,4269.637385854262,F,4269.637385854262,130.5869699135702,France,French Republic
HYDRO,1,555.0,8.255621141273206e-05,4269.637385854262,L,4269.637385854262,130.5869699135702,Luxembourg,"Luxembourg, Grand Duchy of"
LEMU,1,581.0,8.255621141273206e-05,4269.637385854262,CL,4269.637385854262,130.5869699135702,Chile,"Chile, Republic of"
UNSW/DSTO,1,582.0,8.255621141273206e-05,4269.637385854262,AU,4269.637385854262,130.5869699135702,Australia,"Australia, Commonwealth of"
TLCJ/GUOX,1,583.0,8.255621141273206e-05,4269.637385854262,CN,4269.637385854262,130.5869699135702,China,"China, People's Republic of"
CPUT,1,562.0,8.255621141273206e-05,4269.637385854262,ZA,4269.637385854262,130.5869699135702,South Africa,"South Africa, Republic of"
TLCJ/ZXKJ,1,581.0,8.255621141273206e-05,4269.637385854262,CN,4269.637385854262,130.5869699135702,China,"China, People's Republic of"
LARCN/STP,1,584.0,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
KAGA,1,578.5,8.255621141273206e-05,4269.637385854262,J,4269.637385854262,130.5869699135702,Japan,"Japan (Nippon), State of"
SPIRE/MCON,1,577.0,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
SKC,1,578.0,8.255621141273206e-05,4269.637385854262,US,4269.637385854262,130.5869699135702,USA,United States of America
RAAF/UNSW,1,551.0,8.255621141273206e-05,4269.637385854262,AU,4269.637385854262,130.5869699135702,Australia,"Australia, Commonwealth of"
TYVI/PICO,1,583.0,8.255621141273206e-05,4269.637385854262,I,4269.637385854262,130.5869699135702,Italy,Italian Republic
SATORO,1,583.5,8.255621141273206e-05,4269.637385854262,TW,4269.637385854262,130.5869699135702,Taiwan,"China, Republic of (Taiwan)"
KASI,3,393.5,2.034593719169031e-05,4140.880844290849,KR,1380.2936147636165,96.54928111823071,South Korea,Great Han People's Nation
ETRAQ,3,590.1666666666666,0.00011547220691943139,4134.308697079131,US,1378.102899026377,547.9599421824649,USA,United States of America
NRL,3,594.8333333333334,0.00011547220691943139,4134.308697079131,US,1378.102899026377,547.9599421824649,USA,United States of America
EFA,3,591.8333333333334,0.00011547220691943139,4134.308697079131,US,1378.102899026377,547.9599421824649,USA,United States of America
DMC,3,610.5,0.00011547220691943139,4134.308697079131,UK,1378.102899026377,547.9599421824649,UK,United Kingdom of Great Britain and Northern Ireland
SIENV,3,590.5,0.00011547220691943139,4134.308697079131,US,1378.102899026377,547.9599421824649,USA,United States of America
NROC/USN,15,1105.1,8.478010143686543e-05,4061.0397202458453,US,270.73598134972303,2011.5706073749066,USA,United States of America
SPIREG/GHG,3,421.0,2.263371250029363e-05,3914.233434669328,US,1304.7444782231094,107.40565304765464,USA,United States of America
AMNA/VANDU,1,526.0,6.247032192152613e-05,3621.7162047233946,US,3621.7162047233946,98.8152182574509,USA,United States of America
AMNL/AMUK,1,535.5,6.247032192152613e-05,3621.7162047233946,NL,3621.7162047233946,98.8152182574509,Netherlands,"Netherlands, Kingdom of"
AOGD,1,539.5,6.247032192152613e-05,3621.7162047233946,J,3621.7162047233946,98.8152182574509,Japan,"Japan (Nippon), State of"
YONA,1,544.0,6.247032192152613e-05,3621.7162047233946,J,3621.7162047233946,98.8152182574509,Japan,"Japan (Nippon), State of"
IMAGT,1,532.0,6.247032192152613e-05,3621.7162047233946,IL,3621.7162047233946,98.8152182574509,Israel,"Israel, State of"
IRSA/IEI,1,544.0,6.247032192152613e-05,3621.7162047233946,IR,3621.7162047233946,98.8152182574509,Iran,"Iran, Islamic Republic of"
CGSTL/XHT,1,530.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
CGSTL/YDK,1,536.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
ZJLAB/MUXI,1,543.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
ZKXR,1,524.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
CHENG,1,542.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
AUT,1,534.5,6.247032192152613e-05,3621.7162047233946,J,3621.7162047233946,98.8152182574509,Japan,"Japan (Nippon), State of"
OHBI,1,525.5,6.247032192152613e-05,3621.7162047233946,I,3621.7162047233946,98.8152182574509,Italy,Italian Republic
YINGL,1,543.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
CGSTL/ANXI,1,536.0,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
ALIENA,1,520.5,6.247032192152613e-05,3621.7162047233946,SG,3621.7162047233946,98.8152182574509,Singapore,"Singapore, Republic of"
GZZB/CNES,1,516.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
GSFC/JPL,1,538.0,6.247032192152613e-05,3621.7162047233946,US,3621.7162047233946,98.8152182574509,USA,United States of America
AOTIAN,1,543.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
APN,1,545.0,6.247032192152613e-05,3621.7162047233946,NP,3621.7162047233946,98.8152182574509,Nepal,"Nepal, Federal Democratic Republic Of"
SQU/STARV,1,517.0,6.247032192152613e-05,3621.7162047233946,OM,3621.7162047233946,98.8152182574509,Oman,Sultanate of Oman
SPRCO/USCLA,1,530.5,6.247032192152613e-05,3621.7162047233946,US,3621.7162047233946,98.8152182574509,USA,United States of America
UKSA,1,522.5,6.247032192152613e-05,3621.7162047233946,UK,3621.7162047233946,98.8152182574509,UK,United Kingdom of Great Britain and Northern Ireland
NAVIBD/TLCJ,1,516.0,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
PTS,1,526.0,6.247032192152613e-05,3621.7162047233946,D,3621.7162047233946,98.8152182574509,Germany,"Germany, Federal Republic of"
MSFC,1,534.0,6.247032192152613e-05,3621.7162047233946,US,3621.7162047233946,98.8152182574509,USA,United States of America
MEGS,1,549.0,6.247032192152613e-05,3621.7162047233946,I,3621.7162047233946,98.8152182574509,Italy,Italian Republic
KGTU,1,523.0,6.247032192152613e-05,3621.7162047233946,RU,3621.7162047233946,98.8152182574509,Russia,Russian Federation
DNIK,1,538.5,6.247032192152613e-05,3621.7162047233946,J,3621.7162047233946,98.8152182574509,Japan,"Japan (Nippon), State of"
GIT,1,524.0,6.247032192152613e-05,3621.7162047233946,US,3621.7162047233946,98.8152182574509,USA,United States of America
FSI/HSU,1,544.5,6.247032192152613e-05,3621.7162047233946,J,3621.7162047233946,98.8152182574509,Japan,"Japan (Nippon), State of"
HUANTZ/UESTC,1,533.0,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
HUANTZ/XYKC,1,530.0,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
JUNT,1,531.0,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
JAXA/ISASJ,1,527.0,6.247032192152613e-05,3621.7162047233946,J,3621.7162047233946,98.8152182574509,Japan,"Japan (Nippon), State of"
MONTP,1,528.5,6.247032192152613e-05,3621.7162047233946,F,3621.7162047233946,98.8152182574509,France,French Republic
JKY/NUDTC,1,518.0,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
ISTL,1,529.0,6.247032192152613e-05,3621.7162047233946,P,3621.7162047233946,98.8152182574509,Portugal,Portuguese Republic
KAIYUN/HARB,1,536.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
TEIK,1,537.0,6.247032192152613e-05,3621.7162047233946,J,3621.7162047233946,98.8152182574509,Japan,"Japan (Nippon), State of"
TYVI/EUTSA,1,546.5,6.247032192152613e-05,3621.7162047233946,I,3621.7162047233946,98.8152182574509,Italy,Italian Republic
UNH,1,516.0,6.247032192152613e-05,3621.7162047233946,US,3621.7162047233946,98.8152182574509,USA,United States of America
SNSB,1,549.5,6.247032192152613e-05,3621.7162047233946,S,3621.7162047233946,98.8152182574509,Sweden,"Sweden, Kingdom of"
CALP/JPL,1,540.0,6.247032192152613e-05,3621.7162047233946,US,3621.7162047233946,98.8152182574509,USA,United States of America
CHGU,1,521.0,6.247032192152613e-05,3621.7162047233946,RU,3621.7162047233946,98.8152182574509,Russia,Russian Federation
CGSTL/LICH,1,536.0,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
CGSTL/WENWU,1,536.0,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
YUNCH/NANXI,1,530.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
YUXING/HUST,1,531.5,6.247032192152613e-05,3621.7162047233946,CN,3621.7162047233946,98.8152182574509,China,"China, People's Republic of"
